url,type
fullbooks.com/Composition-Rhetoric9.html,0
http://evdeyizhayattayiz.com/netkazan.apk,2
http://www.resurrectionbellevue.org/index.php/ministries/outreach.1,1
earthyfamily.com/year-of-tiger.htm,0
answers.com/topic/eulerian-path,0
https://storage.googleapis.com/update-securities20420.appspot.com/%2525%2525%2525%2525%2525%2525/login.html#cert@cert.uy,3
allmusic.com/album/way-out-west-r632441,0
nydailynews.com/topics/Royce+Clayton,0
http://earth-sure.com/official-earthsure-press-releases/press-releases/2-foreign-patent-application-for-seeds?tmpl=component&print=1&layout=default&page=,1
ccinsider.comedycentral.com/2009/07/22/jon-stewart-voted-americas-most-trusted-newscaster/,0
baseballguru.com/jalbright/analysisjalbright07.html,0
http://9779.info/%E5%88%9D%E4%B8%AD%E7%A7%91%E6%8A%80%E7%BB%98%E7%94%BB/,2
www.freewebs.com/mipsclub/,3
http://www.focuscctv.com.au/index.php?option=com_content&view=frontpage&Itemid=90,1
rca.open.ed.jp/web_e/art/artists/saka_i.html,0
https://educatedstrength.ru/fitinhonda/,3
minnesotacities.net/,0
ret3ch1.thedotworldgroup.com/.osx/osx.php,0
http://cheezburger.com/8490181120/video-game-news-nintendo-5-mobile-games-by-2017?ref=rightarrow&siteId=56831,0
losangelesypane1025.com/homes/Rm/Rm/Remax/,0
http://www.generalcustom.com.br/index.php?option=com_qgallery&view=default&layout=album&id=1:gcb-no-john-bull&Itemid=107,1
andrewkeir.com/green-and-blacks-chocolate-label-design/,0
last.fm/music/Third+Eye+Blind/_/How%27s+It+Going+to+Be,0
gaygamesblog.blogspot.com/2011/06/multi-olympic-medal-winner-gary-hall-jr.html,0
http://center-translate.ru/index.php/osobennosti-armyanskogo-yazyka,1
http://seekingalpha.com/article/3175936-lifelogger-no-market-no-product-imminent-capital-raise-sell,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.eu-id3.net/identify-customer=sQmJkKE52ltHN4mkmB5KT6t34eqvpW3Jr5wDFo4yXw6U9CqiCvHKLLzZHTP8wr96uLOpOFMgl5A1PxAiFYsnSy7iqyMpnzQYrv1e/,3
www.dotdotdotcomma.com/diversions/mdgames/dala-gp/dala-gp.php,3
az-yoga.com/.www3.paypal.com.int/index_AU.php,0
paperandironbooking.com/artists/aids-wolf/,0
facebook.com/pages/Junior-League-of-Kansas-City-Missouris-Holiday-Mart/115349277290,0
communiques.gouv.qc.ca/gouvqc/communiques/GPQF/Septembre2011/06/c8778.html,0
http://vjhbfxscv.ru/nw.exe,2
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=10449,0
http://www.getashirtlikemine.com/retro-t-shirts.1,1
ufdc.ufl.edu/UF00028409/00084,0
freepages.genealogy.rootsweb.ancestry.com/~devalter/Audoir/dat405.htm,0
azebony.cu.ma,3
http://www.pixiedge.net/access/googledrive/contactform.php,3
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,2
jh-solar.com/pic/?us.battle.net/login/en/?ref=mwwlyltus.battle.net/d3/en/index,0
buzzle.com/articles/famous-violinists.html,0
imdb.com/title/tt1595680/,0
www.algonet.se/~martin/,3
thechappellfamilytree.com/?page_id=12,0
chairmansuite.com/,0
http://www.villagemagazine.it/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy52aWxsYWdlbWFnYXppbmUuaXQvaW5kZXgucGhwL3NpY3VyZXp6YS5odG1s,1
http://karenandersonphotography.com.au/small-business.html,1
loc.gov/today/pr/1998/98-026.html,0
coursehero.com/textbooks/129377/The-New-Testament-History-Literature-and-Social-Context-9780155078567-0155078569/,0
moviefone.com/celebrity/jo-van-fleet/1242006/main,0
www.ddj.com/architect/184415152/,3
drewryanscott.net/drew-tokio-hotel/,0
http://www.familienbund.org/index.php?option=com_content&view=article&id=235:familiengerechtigkeit-in-der-sozialversicherung&catid=2:aktuelles&Itemid=23,1
text-lyrics.com/lyrics__/Windeck/,0
http://torcache.net/torrent/5FE78E6066F73D7A20501587517F010B822CB8DE.torrent?title=[kickass.to]jav.uncensored.heyzo.0858.fuu.sazanami,0
lead411.com/Donna_Levin_6966547.html,0
http://forestinhouse.com/wp-includes/Text/privmsg/pretraga.php/qer/enbpc/?addition=10gx1neq25mkx,3
http://sparkpassedecom.com/telecome/a9391ea79a2af8bf/?id=896218762781ZZ190Z901Z109,3
bradley.bradley.edu/~delgado/potw/potw.html,0
http://www.rion.gov.gr/Default.aspx?tabid=200,1
http://web.de/magazine/sport/fussball/champions-league/fc-bayern-muenchen-fc-barcelona/champions-league-fc-bayern-muenchen-fc-barcelona-schreckgespenst-30620684,0
filestube.com/1lNniLohA90GBg9zGadT10/[08-19-2009]-All-the-BEST-1999-2009-c1.html,0
fanbase.com/Kansas-State-Wildcats-Mens-Basketball-1987-88,0
theweathernetwork.com/index.php?product=hwycond&pagecontent=on_n,0
publicrecords.com/people-search-records/colleen-shaughnessy,0
https://privatbank.ua/ua/business/otraslevyje-reshenija-dlya-biznesa/uslugi-dlya-horeca/gtm.start,0
http://casalpopular.org/index.php?option=com_content&view=article&id=46:el-casal-popular-al-youtube&catid=9:noticies&Itemid=10,1
amazon.com/The-White-Album/dp/B000R02LZK,0
amazon.com/Fred-Hutchinson-1964-Cincinnati-Reds/dp/0786459425,0
amazon.com/Silent-Players-Biographical-Autobiographical-Actresses/dp/081312249X,0
manta.com/c/mm0wmlx/swanson-health-products-inc,0
tulsatoday.com/index.php?option=com_content&view=article&id=1452:tulsa-talons-signing-players-for-2010-season&catid=64:sports&Itemid=158,0
paypal.com.us-langue.id-en-en.c0aeae66fdbfb2119927117e3a6765c403f4977abcfcmcmd5784221577452.eslumbrella.com/PayPal.Com/,0
sanjesh.estrazavi.ir,3
povonline.com/cols/COL225.htm,0
text-confirm.xyz,3
http://deboerschilders.nl/index.php/fotos-van-afgerondde-projecten/6-winkelpand/detail/28-dsc00247?tmpl=component,1
http://sofotosbook.com.br/topform/714dad691992e41a01636986ec5d5985/,3
amazon.co.uk/jacques-dupuis-Books/s?ie=UTF8&keywords=jacques%20dupuis&rh=n%3A266239%2Ck%3Ajacques%20dupuis&page=1,0
essay411.com/thomas-schelling.html,0
ultimatedallas.com/dallasnews/2008/07/23/dallas-actor-paul-sorensen-dies-at-82/,0
alessi.co.uk/ashop-uk/cassina-cecilia_27.html,0
seathrconstruction.000webhostapp.com,3
chora.virtualave.net/guggenheim.htm,0
reunion.com/robertchapman/,0
lorrainehart.blogspot.com/,0
bikeraceinfo.com/worlds/world-championships-index.html,0
youtube.com/watch?v=f87WlZ4dd2E,0
houseofbluesart.com/,0
michiganrunner.tv/2009montreal/,0
zimbio.com/Aleksandra+Wozniak/pictures/pro,0
punknews.org/bands/henryrollins,0
yelp.ca/biz/laurentian-bank-of-canada-laval-6,0
companyscoming.com/,0
linkedin.com/pub/alwyn-thomas/1b/68a/556,0
http://211.137.225.54:37512/Mozi.m,2
http://www.bnrwatersport.nl/occasions/index.php?option=com_content&view=article&id=10&Itemid=43&ObjectID=94,1
chlorine-payesh-abfa-khr.com,3
http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-yatra-domestic-holidays-offer-20151105154135615,0
highheelsgoodmeals.blogspot.com/,0
en.tourismefdf.com/,0
youtube.com/watch?v=_sDfgbUnz-g,0
vip.politickernj.com/tags/suzanne-plummer,0
indyweek.com/triangleoffense/archives/2010/05/15/carolina-railhawks-play-best-soccer-of-seasonand-lose-to-fc-tampa-bay-rowdies-2-1,0
http://www.custi-animale.ro/magazin-on-line/custi-transport.1,1
sunbeltsports.org/ViewArticle.dbml?DB_OEM_ID=4100&ATCLID=1434640,0
break.com/usercontent/2009/7/wedding-night-827049,0
youtube.com/watch?v=Ru3FH5Fs2kI,0
pillhillpodiatry.com/,0
stephenraburn.blogspot.com/,0
http://www.steffen-lemme.de/contact/berliner-buero/praktikum,1
talk-sports.net/nba/girlfriend.aspx/Drew_Gooden,0
www.topix.com/business/commercial-printing,3
newtonianthinkers.com/,0
babycenter.com/baby-names-randie-783385.htm,0
amazon.com/Down-Los-Angeles-River-Official/dp/0899973914,0
http://www.teknosima.it/index.php?option=com_content&view=category&id=5&Itemid=42,1
en-pi.facebook.com/people/Aimee-Turner/1712533500,0
http://www.nordseemiete.de/nordfriesland/nordstrand.html,1
https://mitsui-jyuku.mixh.jp/uploads/1130nH6.exe,2
http://www.autoretro.it/pininfarina.htm,1
http://www.sneakpeek3d4d.com/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5zbmVha3BlZWszZDRkLmNvbS9wb3J0Zm9saW8uaHRtbA==,1
http://www.prismpgh.org/activities-registration.html,1
"http://torontochieftains.com/component/option,com_jevents/Itemid,29/day,23/evid,33/month,02/task,icalrepeat.detail/title,indoor-training/uid,4ea224ad79844c90de9e72bbf34bfc05/year,2013/index.html",1
simplythebest.net/scripts/DHTML_scripts/,3
youtube.com/watch?v=Izim8Z0lu78,0
http://www.fitasylum.com/index.php/shakeology/what-is-shakeology,1
factoidz.com/the-stuart-dynasty-a-family-history/,0
tourisme-montreal.org/What-To-Do/Events/osheaga-music-and-arts-festival,0
tutorsinmontreal.com/,0
http://deboerschilders.nl/index.php/fotos-van-afgerondde-projecten/2-vereniging-van-eigenaren/detail/8-zuidersingel-vve-3?tmpl=component,1
http://www.stand-alone.nl/webhosting?format=pdf,1
stockbroker-fraud.com/lawyer-attorney-1218112.html,0
marxists.org/reference/archive/shaw/works/wagner.htm,0
ottawacitizen.com/news/jack-layton/index.html,0
http://oficinadeculinaria.com.br/index.php,1
goonlinetv.com/forums/canada/4054-le-canal-nouvelles-tva-live-television-channels.html,0
explorenow.altervista.org,3
ncisspoilers.blogspot.com/,0
youtube.com/watch?v=Xnzs3AOE_kk,0
shamaninga.blogspot.com/,0
www.effetech.com/rfc/,3
maplemusic.com/artists/msb/bio.asp,0
agent.maddy.additional.information.checkbackwithus559.com,3
dilsoni.com,3
selsanyapi.com/libraries/domit/microsoft.htm,0
goal.com/en-us/people/canada/44534/jonathan-beaulieu-bourgault,0
http://www.salfed.com/index.php?view=article&catid=34:haberler&id=358:teekkuer-mesaj&tmpl=component&print=1&layout=default&page=,1
en.wikipedia.org/wiki/Abitibi-Consolidated,0
http://buzzfil.net/article/5635/lol/tetris-la-nouvelle-video-remi-gaillard-a-mourir-de-rire-9.html?href=inner_website,0
nisd.org.np,3
http://farmaciaboahora.com/index.php?option=com_content&view=article&id=5:geleia-real&catid=2:destaques&Itemid=8,1
paypal.com.cgi.bin.gfgkdmkg564546sqdfsdfjhfd.ultramed.com.au/90ba245da97d671298bcfd6dedd457e1/,0
http://extratorrent.cc/torrent_download/4191087/Ballet.422.2014.LIMITED.720p.BluRay.x264-GECKOS.torrent,0
www.easdcastello.org/joomla/cache/mod_poll/Nationwide/index.php,0
sondraradvanovsky.com/,0
robertandsara.blogspot.com/,0
amazon.com/Classic-Aerobic-Training-Sandahl-Bergman/dp/B001HKJ0UI,0
gamelink.com/display_star.jhtml?id=31064,0
fanpix.net/gallery/frank-gorshin-pictures.htm,0
cowboyaltitude.com/2011/10/26/2516731/q-a-with-the-san-diego-state-aztecs,0
wfbank.trade,3
wireimage.com/GalleryListing.asp?navtyp=CLB&str=44635&styp=clbi&nm=Sandra%20Ripert&nbc1=1,0
christianmetalrealm.niceboard.com/,0
http://www.tirionklasse.nl/aanmelden-trainingsweekend.html,1
people.famouswhy.com/robert_torrey/,0
pipl.com/directory/people/Larry/Carriere,0
http://atwiki.jp/wiki/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%8A%E3%83%AB%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%83%BC%E3%82%BF%E3%82%AF%E3%83%86%E3%82%A3%E3%82%AF%E3%82%B9%20%E3%83%8D%E3%82%BF,0
adultmb.com/vbulletin/forumdisplay.php?forumid=3,0
whitepages.com/white-pages/kansas%20city-mo,0
http://123.5.184.210:33379/Mozi.m,2
videosurf.com/yvon-duhamel-197899,0
caw.ca/en/about-the-caw-links-to-locals.htm,0
research.microsoft.com/vision/,3
http://www.twocircles.co.uk/index.php?option=com_content&view=article&id=57&Itemid=64,1
http://www.defvibes.nl/website-paketten/tarieven/vliegende-start-webdesign-cms-pakketten.html,1
daggy.name/cop/bkofdead/playboy.htm,0
boleyparkcommunityhall.co.uk/,0
hendautomacao.com.br/extravio,0
www.users.cloud9.net/~gparet/photoshop/,3
123people.com/b/joe+sauve,0
subwaysheerness.co.uk/bofaa/bankofamerica/02eaee592d42f8acec8e0b442e377269/signon.php?section=signinpage&amp;;update=&amp;;cookiecheck=yes&amp;;destination=nba/signin,0
http://45.95.168.127/Arceus.mipsel,2
www.storage-concepts-inc.com/pages/mailroom.html,3
marriott.com/hotels/travel/wassv-courtyard-silver-spring-downtown/,0
www.dubaibull.com/picasa/cgi-bin/Gol/,0
http://www.scandia-rasvereniging.nl/nl/scandia/47-fokregelementen.html,1
disneyyouth.com/,0
nevadadailymail.com/story/1762911.html,0
muzic-world.com/Ray+Hamilton/Images,0
thelouisianalagniappe.com/,0
kusports.com/news/2011/aug/04/ku-mens-basketball-play-georgetown-first-game-maui/,0
bfparker.blogsome.com/2007/,0
en.wikipedia.org/wiki/Lockton_Insurance,0
http://pikabu.ru/tag/%D0%9A%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82%D0%B5%D1%80%D0%BD%D1%8B%D0%B5%20%D0%B8%D0%B3%D1%80%D1%8B/hot,0
answers.yahoo.com/question/index?qid=20080303062753AA6cFEk,0
http://steamcommunity.com/sharedfiles/filedetails/%22http://steamcommunity.com/id/carnifex-AA-/videos/?appid=440%22,0
http://abc.go.com/shows/blackish/news/updates/150313-mary-j-blige-sean-diddy-combs-to-guest-star-in-blackish-season-1-finale-set-in-harlem-renaissance,0
nexusghana.com,3
musicarberdi.wordpress.com/2007/05/09/,0
studio360.si/,0
www.tonec.com/download5.html,3
rivkinetic.org/wcecd/abtecd.html,0
http://distractify.com/post/related/id/555372e94a0c4b601246c511/skip/50/limit/10/back/0,0
blackmencanfly.com/,0
mylife.com/navaratnamsrinarayanathas,0
http://www.babyboomerhomes.com.au/gallery/feature-homes/31,1
youtube.com/watch?v=KxRxnxkRtTQ,0
http://www.ant-u.com/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=28&limitstart=9,1
highimpactsites.com/,0
biometrics.cse.msu.edu/publications.html,3
http://60.184.44.248:47484/Mozi.m,2
http://49.116.196.72:58048/Mozi.m,2
www.stat.washington.edu/mmp/,3
www.ociweb.com/cnb/CORBANewsBrief-200207.html,3
nbc.com/the-tonight-show/video/,0
http://doodle.com/premium?utm_source=doodle&utm_medium=home&utm_campaign=premiumHome,0
jango.com/music/Mac+Dre?l=0,0
en.wikipedia.org/wiki/Ex_Deo,0
www-01.ibm.com/software/,3
cullmantimes.com/obituaries/x2064734950/Allan-Melvin-Triner,0
entertainmentearth.com/prodinfo.asp?number=HNR34380,0
graphics.kodak.com/docimaging/US/en/index.htm,3
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=83:child-item&catid=48:eventi-passati&Itemid=125&lang=it,1
http://www.richpictures.co.uk/angela-and-michael-album-epoca-design,1
archive.org/details/MichaelFrantiandSpearhead,0
http://www.industrial-automation.ch/index.php?option=com_content&view=article&id=14&Itemid=14,1
https://playarprint.com/chase/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MjA4MzEwNzMwNw==MjA4MzEwNzMwNw==&amp;session=MjA4MzEwNzMwNw==MjA4MzEwNzMwNw==,3
tools.ietf.org/html/rfc1331,3
en.wikipedia.org/wiki/ZiLOG,3
lyricinterpretations.com/The-Tragically-Hip/Courage-for-Hugh-Maclennan,0
www.think-right.com/~tracbcom/images/wbsccr.php?cmd=_processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43650a0550451c07a8cbdfc0442a82b384190a0550451c07a8cbdfc0442a82b38419,0
enr.elections.ca/ElectoralDistricts_e.aspx?type=1&amp;criteria=K0k3h0,0
gameflect.com,3
earcandycouture.com/a/a.php,0
artvawards.com/,0
https://myspace.com/fiveminutestothestage/post/activity_profile_38238870_ddb5460740ea4dc4a80195b74efa454b/comments,0
http://matcdhup.com/pictures/us.match.com-login.php,3
123people.com/s/willie+davis,0
pipl.com/directory/name/Bowles/1180,0
english.turkcebilgi.com/Quebec+Autoroute+440+(Laval),0
http://172.39.14.205:60126/Mozi.m,2
http://www.gerridavis.com/client-testimonials,1
www.amig-group.com/english.htm,3
ustkd.com/jkd.htm,0
tools.ietf.org/html/rfc2661,3
vividseats.com/concerts/jackson-browne-tickets.html,0
http://extratorrent.cc/torrent/4189482/Focus+2015.720p.HDRiP.XVID.AC3.MAJESTIC.html,0
http://zeitfeist.de/youtube/138-trailer.html,1
tools.ietf.org/html/rfc2289,3
http://www.ek63.cn/js/?app=com-d3&amp;ref=http%3A%2F%2Fus.battle.net%2Fd3%2Fen%2Findex,3
familytreelegends.com/records/txbirths?c=search&first=brandy+grace&last=smith&spelling=Exact&11_year=1975&11_month=0&11_day=0&4=&14=&SubmitSearch.x=0&SubmitSearch.y=0&SubmitSearch=Submit,0
prontohome.com/shop/sauder-multimedia-storage-tower-408737,0
last.fm/music/Roger+Doucet,0
music.yahoo.com/marcel-chagnon/,0
www.cs.tufts.edu/~jacob/hci/,3
hollywoodchicago.com/news/lisa-gay-hamilton,0
en.wikipedia.org/wiki/Senador_Alexandre_Costa,0
http://thecheekofher.com/news/272-megaphonic-ep,1
stereophile.com/historical/1005bozak/index7.html,0
http://www.meishujia.cn/user/4075/upload/13-05-07/1367891789_mfile_51885f4ec512a.jpg,2
http://seasonvar.ru/serial-3858-Komnati_smerti_Temnoe_proishozhdenie_SHerloka_Holmsa.html,0
students.ed.uiuc.edu/krodeffe/399ea/technology_evaluation.htm,0
africanliterature.wordpress.com/category/african-films-based-on-novels/,0
kcshs.org/schedule/subs/images/history/kcs_hist.htm,0
en.wikipedia.org/wiki/Category:Actors_from_Washington_(state),0
linkedin.com/pub/dir/gary/bruce,0
http://www.tellimus.ee/index.html,1
http://www.harley-davidson-dijon.com/actualites/8-harley-sporster-1200,1
www.rakairways.com/wp-content/plugins/akismet/webscr.htm,0
http://pgee-kardjali.com/index.php?option=com_content&view=article&id=172:2012-11-16-15-07-23&catid=48&lang=bg,1
http://theexpertautorepair.com/auto-repair-specials/modlatest.rss/rss/0.feed,1
jobs.utah.gov/,0
'update-information010.bjit.com.au/?/cgi-bin/webscr?cmd=_login-\%0d\%0asubmit&amp;dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60',0
http://www.atenix.com/programador-alpha.html,1
https://mitsui-jyuku.mixh.jp/uploads/179ODNO38B.exe,2
www.red3d.com/cwr/steer/,3
en.wikipedia.org/wiki/Category:Judges_in_Quebec,0
yellowpages.ca/bus/Quebec/Gatineau/Ecole-Nationale-D-Administration-Publique-ENAP/4468741.html,0
http://serverfault.com/questions/344617/how-to-secure-a-dedicated-linux-box-for-e-commerce-use,0
fidofinder.com/,0
http://sourceforge.net/directory/business-enterprise/add_facet_filter?facet=os&constraint=Mac,0
vintagekansascity.com/,0
coasttocoasttickets.com/concerts/arcadefire_tickets.shtml,0
http://www.cuxhaven.cc/index.php?option=com_flippingbook&view=book&id=6&page=12&Itemid=67,1
http://www.insel-schuetzen.de/index.php?option=com_joomgallery&func=detail&id=2900&Itemid=75,1
wismoose.org/,0
hotels.com/de1493604/hotels-san-francisco-california/,0
cambodiantvguide.com/videos/Dorothy-Abbott.html,0
http://jmrsl.net/index.php?option=com_content&view=article&id=25&Itemid=104,1
montrealgazette.com/entertainment/Montreal+2011+Arcade+Fire+Metropolis+Sept/5441321/story.html,0
en.wikipedia.org/wiki/George_Alexander_Drummond,0
boards.ancestry.com/thread.aspx?mv=flat&m=74&p=surnames.lafreniere,0
http://51.89.119.154/SBIDIOT/x86,2
imdb.com/name/nm0460963/,0
www.pandia.com/features/pagerank.html,3
http://www.aibek.kz/index.php/2011-08-09-16-32-43,1
http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB%E6%B4%BB%E5%8A%A8/,2
http://fortune.com/2014/09/12/investor-tells-olive-garden-fewer-breadsticks-sell-more-booze/,0
en.wikipedia.org/wiki/Lockheed_Corporation,0
http://www.oratoriosanfelipeneri.com.mx/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5vcmF0b3Jpb3NhbmZlbGlwZW5lcmkuY29tLm14L29yYXRvcmlvL29yYXRvcmlvLXNhbi1mZWxpcGUtbmVyaS5odG1s,1
www.wiley-vch.de/publish/en/journals/alphabeticIndex/2256/,3
espn.go.com/mens-college-basketball/team/stats/_/id/269/marquette-golden-eagles,0
indiesolo.com/artists/Your_Favorite_Enemies/Members.htm,0
en.wikipedia.org/wiki/Jan_Wong,0
uk.linkedin.com/in/colinmwren,0
h21007.www2.hp.com/portal/site/dspp/menuitem.863c3e4cbcdc3f3515b49c108973a801/?ciid=a908852bcbe02110852bcbe02110275d6e10RCRD,3
en.wikipedia.org/wiki/Capitol_Corridor,0
www.cgsd.com/texture/texture_library.html,3
eastbaycitizen.com/2010/05/bill-lockyer-contributes-hefty-sum-to.html,0
mediatakeout.com/43618/good_looking_duo_actress_lisa_bonet_and_her_babys_father_jason_momoa_are_photod_out_in_los_angeles____and_lisa_looks_angry____as_usual.html,0
facebook.com/topic.php?uid=60080871296&topic=7267,0
http://114.241.143.158:58101/Mozi.m,2
http://www.diarco.com.pe/portal/index.php?option=com_content&view=article&id=11&catid=4&Itemid=9,1
baseballthinkfactory.org/files/hall_of_merit/discussion/1943_ballot,0
xo3fhvm5lcvzy92q.download,2
www.renanfilho.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,0
en.wikipedia.org/wiki/Pierre-Antoine_Tabeau,0
historical-births.blogspot.com/2010/07/famous-births-on-16-jul.html,0
http://vps.01hostings.com/~amiritex/paypal-info.com/signin/webapps/mpp/home/customerprofile/d66bd2ec40d9359859a75a1614770ec5/,3
ndscampusministry.weebly.com/,0
http://www.steelconcepts.co.za/index.php?view=article&catid=2:products&id=4:balustrades&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=4,1
998884.com/js/index.htm?us.battle.net/login/en/?ref=vladkkgus.battle.net/d3/en/index&amp;app=com-d3,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.id-app7.net/identify-customer=Ear2GwbDeSjQzq6QSIWzYes5zqDxh85FqlWDe4JvanaX7MmQ0NplNzGYRhcUolC2DkNbDJHCVMKZhC1EeMSrEiNOpWZEP1Wjt65T/,3
bleacherreport.com/articles/521455-2010-2011-ncaa-basketball-previews-and-predictions-baylor-bears,0
jetro.org/content/807/,0
ket.org/trips/aviation/vanmeter.htm,0
linkedin.com/pub/lynn-sterling/11/649/a46,0
https://toulousa.com/omg/24EYJSFYHMS.exe,2
"'secure-runescape-loginwebs.tk/m=forum/forums.ws17,18,810,63120405'",0
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?view=article&catid=37:nuestros-servicios&id=52:psico&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=65,1
emusic.com/artist/Bruno-Walter-Carla-Schlean-Orchestra-of-RAI-Roma-MP3-Download/12104749.html,0
44ever-go.cf,3
tinymixtapes.com/music-review/Tim-Hecker-Dropped-Pianos,0
practicalbioethics.org/about/staff/glenn-mcgee/,0
epicelectronica.com/,0
http://www.sv-rotamint.de/index.php/login,1
jpobrien.com.au,3
paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.aisp.com.br/ful,0
echl.com/reserves-announced-for-2011-echl-all-star-classic-p168428,0
wonder.cdc.gov/wonder/sci_data/misc/type_txt/ncme7284.asp,0
utter.chaos.org.uk/~pdh/software/manyfont.htm,3
http://www.ccimb.com.br/eventos/eventos-passados.html,1
en.wikipedia.org/wiki/Swope_Memorial_Golf_Course,0
http://www.generalcustom.com.br/index.php?view=article&catid=42:assuntosgerais&id=175:thoughts&tmpl=component&print=1&layout=default&page=,1
